Scientific,PC1,PC2,PC3,deg.degree_z,bet.betweenness_z,clos.closeness_z,katzz.Katz_z,Family1,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Hand.Wing.Index,Tail.Length,Mass,Habitat,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Toe,Gape_size_mcf,NicheBreadth,NichePosition,IUCN,RangeSize_Cells,RangeSize_Meters,MidPoint_Long,MidPoint_Lat,Realm,Nwebs,ED,DR,database,lat,lon
Crinifer piscator,1.975952424,0.028074185,0.003264526,1.181701107,1.849112191,1.008600335,1.221267642,Musophagidae,29.6,18.4,12.2,15.8,41.9,224,44.3,19.7,227,370,Woodland,Herbivore,Frugivore,Insessorial,NA,21.1,0.487750301,-1.239632518,LC,372,4.51E+12,2.370691524,10.11967619,Afrotropical,1,26.68813382,0.039078219,Daru 2015,9.875,8.975
Dendropicos fuscescens,0.322058296,-0.18795985,0.029831785,0.082444263,-0.366598001,0.322477658,0.170738075,Picidae,20,14.8,5.5,5.9,15.9,92,20.7,22.5,48.4,26,Shrubland,Carnivore,Invertivore,Insessorial,NA,NA,0.535604339,-0.903702599,LC,1226,1.46E+13,22.94203202,-8.023024989,Afrotropical,5,3.191072273,0.381919447,Daru 2015,9.875,8.975
Eremomela pusilla,1.217781097,0.022273956,0.153121952,0.632072685,0.117334065,0.596926729,0.866657869,Cisticolidae,11.7,7,2.6,2.6,15.8,46.8,6.2,13.3,39.2,6.2,Woodland,Carnivore,Invertivore,Insessorial,NA,NA,0.430900384,-1.12868039,LC,528,6.40E+12,13.05775636,9.733362524,Afrotropical,1,5.25955282,0.245924611,Daru 2015,9.875,8.975
Lamprotornis purpureus,0.192551322,-0.388974863,-0.233530965,0.082444263,-0.18857644,0.459702194,-0.157451591,Sturnidae,30.8,15.7,5.7,7.5,33.7,148.1,41.2,27.6,75,112.9,Shrubland,Herbivore,Omnivore,Insessorial,28.7,NA,0.312607742,-1.138381918,LC,365,4.42E+12,8.484263877,9.585705992,Afrotropical,1,7.835325069,0.131205083,Daru 2015,9.875,8.975
Lybius dubius,2.032638677,0.052163398,0.072214255,1.181701107,1.849112191,1.008600335,1.313721343,Lybiidae,32.8,22.8,13.2,17.5,27,110.4,19.8,18,79.9,91,Woodland,Herbivore,Frugivore,Insessorial,NA,NA,0.234662719,-1.162119069,LC,246,2.98E+12,1.121565216,10.61381994,Afrotropical,1,4.098175011,0.277873465,Daru 2015,9.875,8.975
Lybius vieilloti,-0.243319181,-0.841731675,-0.114999512,-0.467184159,0.848668112,0.596926729,-0.454267285,Lybiidae,22.6,15.8,9.8,11.8,20.8,80.4,14.9,18.4,44.5,36,Woodland,Omnivore,Frugivore,Insessorial,NA,14,0.367735945,-1.056675022,LC,635,7.66E+12,11.00507018,11.1937618,Afrotropical,1,3.986925741,0.310246913,Daru 2015,9.875,8.975
Melaenornis edolioides,-0.459501641,-0.349679364,0.04540242,-0.467184159,-0.78777623,0.048028587,-0.338985269,Muscicapidae,16.5,9.6,4.5,4.7,21.2,99.1,17,17,99,30.7,Woodland,Carnivore,Invertivore,Insessorial,NA,NA,0.564888198,-1.167366877,LC,457,5.55E+12,14.51360325,8.536759787,Afrotropical,5,3.988961018,0.303541367,Daru 2015,9.875,8.975
Mesopicos goertae,-1.201609495,-0.640613576,0.003121883,-1.01681258,-0.895804616,-0.089195948,-0.90133076,Picidae,25.1,19.7,6.3,6.8,19.1,108,24,22.1,58.8,44.5,Woodland,Carnivore,Invertivore,Insessorial,NA,NA,0.532990097,-1.054445292,LC,799,9.67E+12,15.92005618,9.918851024,Afrotropical,1,5.604850962,0.185812292,Daru 2015,9.875,8.975
Musophaga violacea,-0.290856581,-0.569972753,0.03885547,-0.467184159,-0.344246563,0.322477658,-0.297864667,Musophagidae,34.5,14.1,10.2,15.2,42.2,210.2,36,17.1,194.8,360,Forest,Herbivore,Frugivore,Insessorial,NA,16.8,0.513832927,-1.250444394,LC,223,2.70E+12,-1.72894654,10.14058839,Afrotropical,1,23.09319275,0.047165368,Daru 2015,9.875,8.975
Myrmecocichla cinnamomeiventris,0.451251273,-0.279038541,0.081136007,0.082444263,-0.218807008,0.459702194,0.264480824,Muscicapidae,22.3,12.4,4.4,4.9,29.8,111.6,16.5,14.8,91,39.8,Rock,Herbivore,Frugivore,Insessorial,NA,NA,0.562702831,-0.84608944,LC,450,5.35E+12,32.74691676,-9.519642851,Afrotropical,1,8.111352587,0.127365928,Daru 2015,9.875,8.975
Nectarinia senegalensis,1.83148633,0.404622726,0.145059608,1.181701107,0.117334065,0.596926729,1.336549659,Nectariniidae,25.5,16.6,3.3,2.9,16.3,67.3,11.8,17.4,46.3,12.2,Shrubland,Omnivore,Omnivore,Insessorial,NA,NA,0.391383082,-0.925520403,LC,1011,1.21E+13,22.91337357,-3.52823146,Afrotropical,3,6.320943534,0.187841539,Daru 2015,9.875,8.975
Nectarinia venusta,-0.444471528,-0.489272347,-0.042154159,-0.467184159,-0.663168237,0.185253123,-0.431438969,Nectariniidae,18.1,12.9,3.2,2.8,15,50.2,6.9,13.8,33.5,6.6,Woodland,Omnivore,Nectarivore,Insessorial,NA,NA,0.378728832,-1.031678725,LC,742,9.01E+12,33.15730935,-3.394488975,Afrotropical,1,7.920533651,0.152324185,Daru 2015,9.875,8.975
Onychognathus neumanni,-0.290856581,-0.569972753,0.03885547,-0.467184159,-0.344246563,0.322477658,-0.297864667,Sturnidae,31.6,16.4,6.8,10.1,35.9,162.7,41.8,25.8,178.8,39.8,Rock,Herbivore,Frugivore,Insessorial,NA,NA,NA,NA,LC,NA,NA,NA,NA,NA,1,7.051377409,0.16014597,Daru 2015,9.875,8.975
Passer griseus,-2.672646534,1.215921394,0.013092511,-1.01681258,-0.895804616,-2.42201305,-1.312105447,Passeridae,14.2,9.7,6.3,7.4,18.1,78.9,16.3,20.7,59,27.8,Shrubland,Herbivore,Granivore,Terrestrial,15.8,NA,0.368479692,-1.104947533,LC,1094,1.32E+13,15.78737536,5.414357013,Afrotropical,1,6.874450326,0.166069663,Daru 2015,9.875,8.975
Phylloscopus trochilus,-0.459501641,-0.349679364,0.04540242,-0.467184159,-0.78777623,0.048028587,-0.338985269,Phylloscopidae,12.8,6.6,2.6,2.6,19.3,65.9,17.1,25.9,52.3,8.7,Forest,Carnivore,Invertivore,Insessorial,NA,NA,2.562079732,0.338937183,LC,7355,6.57E+13,56.97271355,47.68830839,Palearctic,22,7.499636442,0.136127114,Daru 2015,9.875,8.975
Ploceus cucullatus,-0.479352473,0.785296337,0.007588903,0.082444263,-0.562616614,-0.912543161,-0.083633994,Ploceidae,20.3,14.6,8.3,10.1,23,82.6,16,19.4,48.6,36.1,Woodland,Herbivore,Granivore,Insessorial,NA,NA,0.217352116,-1.357564114,LC,16,1.87E+11,-71.43377332,18.82676897,Panamanian,3,3.113513054,0.42474598,Daru 2015,9.875,8.975
Ploceus heuglini,-1.201609495,-0.640613576,0.003121883,-1.01681258,-0.895804616,-0.089195948,-0.90133076,Ploceidae,17.4,11.9,6.6,7.5,18.3,73.2,16.5,23,41,22.8,Woodland,Carnivore,Invertivore,Insessorial,NA,NA,0.223591714,-1.156777424,LC,281,3.41E+12,5.322749345,9.857253658,Afrotropical,1,3.104056259,0.427700503,Daru 2015,9.875,8.975
Pogoniulus chrysoconus,3.058825802,0.731349696,-0.188666333,2.28095795,1.849112191,1.008600335,1.925315258,Lybiidae,13.5,8.6,5.2,5.1,14.2,57.6,10.3,17.8,30.2,10.8,Woodland,Omnivore,Frugivore,Insessorial,NA,8.9,0.535499934,-0.957548991,LC,988,1.19E+13,19.22037108,-0.498583437,Afrotropical,1,5.400741193,0.213128844,Daru 2015,9.875,8.975
Prinia subflava,0.310292782,0.804471628,-0.103985542,0.632072685,0.290752749,-0.500869554,0.322308879,Cisticolidae,13.9,7.6,2.9,3,19.6,50.1,6.4,12.7,51.9,8.6,Shrubland,Carnivore,Invertivore,Insessorial,11.6,NA,0.489993756,-1.003415678,LC,1393,1.67E+13,20.57358227,-1.002917861,Afrotropical,1,6.460884879,0.181812495,Daru 2015,9.875,8.975
Pycnonotus barbatus,3.058825802,0.731349696,-0.188666333,2.28095795,1.849112191,1.008600335,1.925315258,Pycnonotidae,18.1,9.6,4.3,5,21.2,93.6,14.1,15,85.3,32.1,Woodland,Herbivore,Frugivore,Insessorial,NA,9.8,0.744812749,-0.907654596,LC,1837,2.19E+13,21.65579731,2.017661939,Afrotropical,19,3.348493384,0.313219879,Daru 2015,9.875,8.975
Stigmatopelia senegalensis,-1.201609495,-0.640613576,0.003121883,-1.01681258,-0.895804616,-0.089195948,-0.90133076,Columbidae,17.8,8.2,2.7,3,18.9,132.2,45.1,34.2,108.5,82.1,Woodland,Herbivore,Granivore,Terrestrial,NA,NA,1.834162719,-0.551201817,LC,2744,3.12E+13,39.75504317,11.55575713,Afrotropical,2,12.28535429,0.083170383,Daru 2015,9.875,8.975
Streptopelia hypopyrrha,-1.201609495,-0.640613576,0.003121883,-1.01681258,-0.895804616,-0.089195948,-0.90133076,Columbidae,20,10.1,3.6,3.8,21.5,173,61.5,35.6,113.8,162,Forest,Herbivore,Granivore,Terrestrial,NA,NA,0.19346093,-1.266408444,LC,33,4.02E+11,10.95019266,8.277013141,Afrotropical,1,3.293332785,0.317792545,Daru 2015,9.875,8.975
Streptopelia vinacea,-0.444471528,-0.489272347,-0.042154159,-0.467184159,-0.663168237,0.185253123,-0.431438969,Columbidae,16.5,8.8,2.8,3.3,20.2,136.4,47.2,34.6,97,110,Shrubland,Herbivore,Granivore,Terrestrial,NA,NA,0.410863332,-1.065469349,LC,615,7.43E+12,12.82403612,10.60588165,Afrotropical,1,8.334334368,0.122351809,Daru 2015,9.875,8.975
Sylvia borin,-2.361602099,0.910161463,0.073913247,-1.01681258,-0.895804616,-2.010339444,-1.155702829,Sylviidae,15.1,7.2,3.5,3.6,20.1,78.7,23.6,30,57.9,18.2,Woodland,Omnivore,Omnivore,Insessorial,14,NA,3.611041333,-0.056587484,LC,5398,5.33E+13,31.71388488,38.25376116,Palearctic,63,11.31433395,0.09334886,Daru 2015,9.875,8.975
Sylvia communis,1.83148633,0.404622726,0.145059608,1.181701107,0.117334065,0.596926729,1.336549659,Sylviidae,13.6,7,2.8,3.3,21.3,72.6,17.6,24.2,63.3,15.1,Shrubland,Omnivore,Invertivore,Insessorial,NA,NA,2.775073182,0.109119147,LC,4104,3.90E+13,34.27128973,41.75436832,Palearctic,15,6.494688687,0.162291638,Daru 2015,9.875,8.975
Sylvietta brachyura,-0.775680792,0.659369581,-0.352846941,0.082444263,-0.037973835,-0.912543161,-0.56693723,Macrosphenidae,12.2,7.4,2.4,2.7,15.9,51.5,6.2,12.1,21.5,8.1,Woodland,Carnivore,Invertivore,Insessorial,8.8,NA,0.443218268,-1.045219292,LC,760,9.21E+12,19.19206991,8.92666312,Afrotropical,1,10.91579488,0.110537069,Daru 2015,9.875,8.975
Tockus erythrorhynchus,-0.243319181,-0.841731675,-0.114999512,-0.467184159,0.848668112,0.596926729,-0.454267285,Bucerotidae,75.9,64.1,14.4,22.1,38,172.4,32.2,18.7,186.5,138.6,Woodland,Carnivore,Invertivore,Terrestrial,NA,NA,0.813056099,-0.796522798,LC,1074,1.28E+13,22.60780621,1.950442595,Afrotropical,1,8.379324988,0.134137734,Daru 2015,9.875,8.975
Tockus nasutus,2.032638677,0.052163398,0.072214255,1.181701107,1.849112191,1.008600335,1.313721343,Bucerotidae,90.6,73.8,18.3,29.3,37.1,220.7,47.1,21.2,200.1,179.6,Shrubland,Carnivore,Invertivore,Insessorial,NA,NA,0.561162795,-0.899793216,LC,1014,1.22E+13,20.88414443,0.70899774,Afrotropical,1,15.74271514,0.074474304,Daru 2015,9.875,8.975
Treron waalia,-0.290856581,-0.569972753,0.03885547,-0.467184159,-0.344246563,0.322477658,-0.297864667,Columbidae,20.4,10.9,6.2,7,24.6,179.4,66.2,37,106.2,254,Woodland,Herbivore,Frugivore,Insessorial,NA,13,0.524946577,-0.935197737,LC,595,7.18E+12,19.2115234,10.96398729,Afrotropical,1,3.765824318,0.301015211,Daru 2015,9.875,8.975
Turdoides plebejus,-0.291646937,-0.57030862,0.037894129,-0.467184159,-0.366598001,0.322477658,-0.299153716,Leiotrichidae,23.7,12.9,4.7,6.6,33.1,105.9,11,10.4,101.8,62.5,Woodland,Omnivore,Invertivore,Terrestrial,NA,NA,0.42033052,-1.130963734,LC,524,6.35E+12,11.76917974,9.320880182,Afrotropical,1,2.814358956,0.448629639,Daru 2015,9.875,8.975
Turdus pelios,1.83148633,0.404622726,0.145059608,1.181701107,0.117334065,0.596926729,1.336549659,Turdidae,23.8,13.1,5.1,6.3,31.4,110.6,24.4,21.8,87.7,65.4,Woodland,Omnivore,Omnivore,Generalist,NA,NA,0.460951639,-1.207615435,LC,833,1.01E+13,17.48344454,4.025890259,Afrotropical,6,7.904973174,0.133038506,Daru 2015,9.875,8.975
Turtur abyssinicus,-1.201609495,-0.640613576,0.003121883,-1.01681258,-0.895804616,-0.089195948,-0.90133076,Columbidae,16.4,7.8,2.2,2.7,17.9,105.4,32.9,30.9,77.8,62.7,Shrubland,Herbivore,Granivore,Terrestrial,NA,NA,0.314788178,-1.056687048,LC,464,5.60E+12,11.91787164,10.87668574,Afrotropical,1,8.736980109,0.128095687,Daru 2015,9.875,8.975
Zosterops senegalensis,1.87902373,0.132863804,-0.008795373,1.181701107,1.451793052,0.8713758,1.180147041,Zosteropidae,12.5,7,3,2.8,15.7,57.1,10.9,19.2,39.3,10.9,Woodland,Carnivore,Invertivore,Insessorial,9.1,NA,0.434336284,-1.049928453,LC,921,1.11E+13,19.68711987,-1.367968172,Afrotropical,7,1.158174919,1.006717943,Daru 2015,9.875,8.975
Agelaioides badius,-1.217270906,0.393209525,0.068014575,-0.883691391,-0.892098246,-0.33964378,-0.862971495,Icteridae,18.9,11.6,5,8.4,26.8,93.5,16.9,18.1,77.9,45.3,Forest,Omnivore,Omnivore,Terrestrial,NA,NA,0.881596822,-0.656682785,LC,471,5.23E+12,-61.32761834,-28.85106984,Neotropical,1,4.920819505,0.21287909,de la Pena 2003,-31.33333333,-60.66666667
Colaptes melanochloros,-1.217270906,0.393209525,0.068014575,-0.883691391,-0.892098246,-0.33964378,-0.862971495,Picidae,30.6,22,8.4,7.9,22.9,134.2,17.5,13.3,94.6,127.3,Forest,Carnivore,Invertivore,Insessorial,NA,NA,1.088862384,-0.859013307,LC,705,7.97E+12,-53.91125594,-22.66350973,Neotropical,3,3.525164052,0.297358207,de la Pena 2003,-31.33333333,-60.66666667
Elaenia parvirostris,1.60755174,0.103356565,-0.101635214,0.812996079,0.714427211,0.947427385,1.023060906,Tyrannidae,13.2,6.5,3.5,3.1,18.6,69.4,13.9,19.9,64.9,13.8,Forest,Carnivore,Invertivore,Insessorial,NA,NA,3.075315838,-1.463002875,LC,1020,1.20E+13,-61.43486555,-11.71654447,Neotropical,6,7.051712235,0.147068519,de la Pena 2003,-31.33333333,-60.66666667
Elaenia spectabilis,-1.770022915,-0.271049373,-0.01610607,-0.883691391,-0.892098246,-1.197691223,-0.995657345,Tyrannidae,14.9,8,4.6,4.1,19.2,81.7,15.7,18.9,72.3,27.3,Shrubland,Omnivore,Invertivore,Insessorial,NA,9.1,1.931604547,-1.459038734,LC,794,9.50E+12,-57.63965021,-11.70160554,Neotropical,4,4.925667721,0.211472868,de la Pena 2003,-31.33333333,-60.66666667
Empidonomus aurantioatrocristatus,-1.736457513,-0.282337557,-0.059355712,-0.883691391,-0.892098246,-1.197691223,-0.939759306,Tyrannidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.458881828,-1.368926224,NA,893,1.05E+13,-60.97037034,-15.26691351,Neotropical,1,5.476035216,0.189635349,de la Pena 2003,-31.33333333,-60.66666667
Icterus cayanensis,-1.736457513,-0.282337557,-0.059355712,-0.883691391,-0.892098246,-1.197691223,-0.939759306,Icteridae,23.2,14.4,4.3,5.8,23.2,98.6,15.3,15.6,97.4,35.4,Forest,Carnivore,Invertivore,Insessorial,20.7,NA,1.765443908,-1.899044807,LC,600,7.33E+12,-62.85669991,-3.304486724,Neotropical,12,2.714454971,0.396474909,de la Pena 2003,-31.33333333,-60.66666667
Melanerpes cactorum,-0.837396865,-0.679697921,0.119105321,-0.035347656,-0.832209133,-0.983179362,-0.457731072,Picidae,21.1,14.5,5.5,5.6,17.4,106,25.9,24.9,64.6,34.9,Woodland,Omnivore,Invertivore,Insessorial,NA,10,0.255584919,-0.652782814,LC,111,1.23E+12,-62.08378746,-25.53849941,Neotropical,1,5.760330675,0.199273932,de la Pena 2003,-31.33333333,-60.66666667
Mimus saturninus,0.76463567,0.694373197,-0.153351615,-0.035347656,0.714427211,0.947427385,0.43757337,Mimidae,25.1,13.5,5.3,6.4,34.2,114.7,22.4,19.5,123.2,63.7,Shrubland,Omnivore,Omnivore,Terrestrial,24.4,NA,1.015574121,-0.961284196,LC,723,8.25E+12,-53.2920073,-21.63682193,Neotropical,13,4.15491003,0.247589222,de la Pena 2003,-31.33333333,-60.66666667
Molothrus bonariensis,-1.217270906,0.393209525,0.068014575,-0.883691391,-0.892098246,-0.33964378,-0.862971495,Icteridae,19.7,12.5,6.5,8.3,25.5,109.9,29.5,27.3,82.7,41.5,Woodland,Omnivore,Invertivore,Terrestrial,19,NA,3.104309438,-1.221324523,LC,1419,1.65E+13,-59.70411164,-13.98614151,Neotropical,5,1.806762896,0.583106796,de la Pena 2003,-31.33333333,-60.66666667
Myiarchus swainsoni,-1.770022915,-0.271049373,-0.01610607,-0.883691391,-0.892098246,-1.197691223,-0.995657345,Tyrannidae,20.2,14.6,7,5.7,20.6,88.6,15,17,82.9,25.1,Forest,Carnivore,Invertivore,Insessorial,10.9,NA,2.707642606,-1.387431086,LC,1261,1.49E+13,-57.50261912,-13.01319023,Neotropical,6,3.1525522,0.386371518,de la Pena 2003,-31.33333333,-60.66666667
Paroaria coronata,1.766690924,0.26237532,-0.107601038,0.812996079,1.713577246,1.161939246,1.091123355,Thraupidae,16.8,10.5,6.2,8.5,25.3,98.6,17.3,17.6,85.8,37.8,Shrubland,Herbivore,Omnivore,Terrestrial,17.8,NA,0.568369061,-0.678557494,LC,286,3.11E+12,-60.33749841,-28.2833296,Neotropical,3,3.848331179,0.270734129,de la Pena 2003,-31.33333333,-60.66666667
Phytotoma rutila,0.329273626,-0.375672586,-0.018904681,0.388824212,-0.28289288,-0.125131919,0.288211961,Cotingidae,15.5,8.8,6.4,7.1,22.2,86.5,14.7,16.9,90.6,40.5,Shrubland,Herbivore,Herbivore terrestrial,Insessorial,NA,NA,0.284511941,-0.37807585,LC,271,2.88E+12,-62.14614273,-30.73966215,Neotropical,1,11.12184114,0.098664855,de la Pena 2003,-31.33333333,-60.66666667
Pitangus sulphuratus,1.852212331,-0.132694036,0.152029767,1.237167947,0.714427211,0.947427385,1.021375591,Tyrannidae,29.3,21.1,10.1,9.1,25.8,111.9,20.6,18.1,84.8,62.9,Human Modified,Carnivore,Omnivore,Insessorial,13,NA,2.927218273,-1.297309143,LC,1586,1.86E+13,-58.61943603,-13.74168914,Neotropical,42,11.13291682,0.092928216,de la Pena 2003,-31.33333333,-60.66666667
Poospiza melanoleuca,2.231310889,-0.047648533,-0.137357784,1.237167947,1.713577246,1.161939246,1.455746711,Thraupidae,13.2,6.8,3.4,4.7,18.3,60.4,9.9,16.4,54.8,13.1,Shrubland,Herbivore,Omnivore,Insessorial,NA,NA,0.311173979,-0.64434772,NA,161,1.78E+12,-61.1404363,-26.00623135,Neotropical,1,1.926073812,0.570175071,de la Pena 2003,-31.33333333,-60.66666667
Saltator aurantiirostris,2.089376072,-0.578761339,0.216266617,1.661339814,0.826552939,0.732915525,1.204164924,Thraupidae,21.9,13.9,8.8,12.7,27,100.7,16.4,16,96.4,41.9,Woodland,Omnivore,Granivore,Insessorial,NA,NA,0.32707151,-0.400372159,LC,307,3.36E+12,-63.79372929,-27.15514759,Neotropical,3,6.255560132,0.174712097,de la Pena 2003,-31.33333333,-60.66666667
Saltator coerulescens,2.587058056,-0.321058011,-0.026829912,1.661339814,1.713577246,1.161939246,1.639059085,Thraupidae,22.3,13.9,8.8,11,26.8,100.7,14.6,14.5,95.5,54.9,Human Modified,Herbivore,Omnivore,Insessorial,13.8,NA,2.207912397,-1.557211935,LC,1105,1.32E+13,-61.03751634,-7.691275713,Neotropical,5,5.928822737,0.188341356,de la Pena 2003,-31.33333333,-60.66666667
Saltatricula multicolor,-2.605617539,-1.265262973,-0.133954689,-0.883691391,-0.892098246,-2.484762388,-1.205455271,Thraupidae,14.8,8.3,4.7,7.1,21.5,70.8,9.3,13.1,77.8,22.2,Shrubland,Omnivore,Omnivore,Generalist,NA,NA,0.278803012,-0.573432735,NA,127,1.40E+12,-61.85078818,-26.63803157,Neotropical,1,8.342926863,0.137612109,de la Pena 2003,-31.33333333,-60.66666667
Sicalis flaveola,0.766187931,0.115005089,0.015387029,0.388824212,0.462892936,0.518403664,0.42494735,Thraupidae,11.2,8.3,5.4,7,19.5,69.5,14.5,20.6,53.4,16.9,Shrubland,Herbivore,Granivore,Terrestrial,14.2,NA,0.985534906,-1.068922049,LC,727,8.43E+12,-52.73293079,-20.84786495,Neotropical,2,5.090496462,0.233227302,de la Pena 2003,-31.33333333,-60.66666667
Suiriri suiriri,-1.217270906,0.393209525,0.068014575,-0.883691391,-0.892098246,-0.33964378,-0.862971495,Tyrannidae,14.3,7.6,4.4,4.5,18.9,74.4,14.3,19.2,66,14.5,Woodland,Carnivore,Invertivore,Insessorial,NA,NA,0.547211635,-0.62639194,LC,255,2.78E+12,-61.36523164,-27.93889099,Neotropical,1,10.64215984,0.098773783,de la Pena 2003,-31.33333333,-60.66666667
Thraupis bonariensis,3.007229405,-0.616133609,0.000686207,2.085511682,1.713577246,1.161939246,1.929660074,Thraupidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,0.354610323,-0.470082963,NA,387,4.22E+12,-63.05817658,-27.74893986,Neotropical,8,9.687566634,0.107160439,de la Pena 2003,-31.33333333,-60.66666667
Thraupis sayaca,-0.209534918,0.538147269,-0.064293341,-0.459519523,-0.305684014,0.303891803,-0.184750043,Thraupidae,15.5,9.2,6.5,7.2,19.6,90.3,21.1,23.5,66,32.5,Forest,Herbivore,Omnivore,Insessorial,NA,9.3,0.727741794,-1.038092732,LC,655,7.58E+12,-52.46411609,-19.08960575,Neotropical,49,2.978861528,0.353410243,de la Pena 2003,-31.33333333,-60.66666667
Turdus amaurochalinus,-0.124830967,0.722198902,0.025652011,-0.459519523,0.027365997,0.518403664,-0.240648082,Turdidae,24.2,13,5,6.2,32.1,116.1,27.3,23.4,95.7,57.9,Forest,Omnivore,Invertivore,Insessorial,NA,10.8,1.237331591,-1.051119726,LC,803,9.29E+12,-54.02016637,-18.89478552,Neotropical,35,3.734143834,0.277619447,de la Pena 2003,-31.33333333,-60.66666667
Tyrannus savana,-0.124830967,0.722198902,0.025652011,-0.459519523,0.027365997,0.518403664,-0.240648082,Tyrannidae,20.1,11.5,6.5,5.4,17.9,105.6,34.2,32,215,31.9,Grassland,Carnivore,Invertivore,Insessorial,NA,NA,3.605364365,-1.375265992,LC,1336,1.56E+13,-60.0355908,-13.13780036,Neotropical,12,2.969931319,0.379578138,de la Pena 2003,-31.33333333,-60.66666667
Zonotrichia capensis,-1.217270906,0.393209525,0.068014575,-0.883691391,-0.892098246,-0.33964378,-0.862971495,Passerellidae,13.6,8.7,5.3,6.5,23.8,63.9,11.4,16.8,59.4,20.3,Shrubland,Herbivore,Omnivore,Generalist,12,NA,2.873815928,-0.911811075,LC,1363,1.53E+13,-59.7226153,-22.11397171,Neotropical,29,6.591097528,0.160869946,de la Pena 2003,-31.33333333,-60.66666667
Cacicus haemorrhous,-3.270446158,-0.514286451,0.0299806,2.20191674,2.579192635,1.300716992,2.108252299,Icteridae,34,23.3,8.5,11.4,29.8,161.8,41.2,25,101.1,83.7,Forest,Carnivore,Invertivore,Insessorial,24,NA,2.317497021,-1.663570739,LC,778,9.34E+12,-62.41165085,-4.012951874,Neotropical,8,3.564158256,0.313534735,de Oliveira 1999,-19.76666,-40.033333
Camptostoma obsoletum,0.547626705,0.369811631,0.077781172,-0.462130674,-0.681915795,0.032929544,-0.436967769,Tyrannidae,9.8,5.8,3.2,3.1,13.9,52.3,8.7,16.5,40.9,8.1,Shrubland,Carnivore,Invertivore,Insessorial,8.9,NA,2.597460447,-1.430544757,LC,1337,1.59E+13,-58.93942709,-10.42610325,Neotropical,8,8.025746113,0.130109072,de Oliveira 1999,-19.76666,-40.033333
Celeus flavescens,1.697586908,-0.393927438,-0.076695375,-0.842708876,-0.803059898,-1.234857904,-0.852506526,Picidae,34.8,26,9.3,8.9,26,150.6,24.9,16.2,96.6,139,Forest,Carnivore,Invertivore,Insessorial,NA,NA,0.484684501,-1.163303854,LC,372,4.39E+12,-46.04100035,-16.24200797,Neotropical,11,2.845043388,0.378113027,de Oliveira 1999,-19.76666,-40.033333
Coereba flaveola,-1.669213891,-0.064103392,0.075868073,1.060182134,0.555484815,0.839703375,1.004196233,Thraupidae,13.2,9.9,3.6,3.9,16.9,54.6,11,19.2,34.1,10,Shrubland,Herbivore,Nectarivore,Insessorial,10.9,NA,2.189833863,-1.559871102,LC,1287,1.54E+13,-59.76684784,-6.698633413,Neotropical,32,9.206193414,0.114201518,de Oliveira 1999,-19.76666,-40.033333
Coryphospingus pileatus,0.547626705,0.369811631,0.077781172,-0.462130674,-0.681915795,0.032929544,-0.436967769,Thraupidae,12,9.2,4.6,6.7,17.1,63.7,11.7,18.4,57.3,15.3,Shrubland,Omnivore,Omnivore,Terrestrial,NA,NA,0.287857843,-1.204448228,LC,310,3.73E+12,-44.5088603,-12.10988708,Neotropical,1,6.706226927,0.155699273,de Oliveira 1999,-19.76666,-40.033333
Crotophaga major,2.704189417,-1.558783719,-0.086109196,-0.842708876,-0.803059898,-2.733152161,-1.201750246,Cuculidae,47.2,32.8,13.7,21.5,41,193.6,46,23.7,252.2,148.3,Forest,Omnivore,Omnivore,Insessorial,NA,NA,2.209650755,-1.559812052,LC,1134,1.36E+13,-57.70408915,-8.428314953,Neotropical,1,34.12331121,0.029580536,de Oliveira 1999,-19.76666,-40.033333
Cyanerpes cyaneus,-3.219650792,-0.613480191,-0.003518217,2.20191674,1.851412543,1.185463588,2.124109233,Thraupidae,19.4,12.8,3.8,3.6,13.7,60.9,15.7,26,34.8,14,Forest,Omnivore,Omnivore,Insessorial,10.7,NA,2.086294806,-1.749941059,LC,886,1.07E+13,-66.01790294,-0.469765534,Neotropical,9,9.071549057,0.114984087,de Oliveira 1999,-19.76666,-40.033333
Dacnis cayana,-2.881046442,-0.726537466,0.221125625,2.20191674,1.176974094,0.954956779,1.775668041,Thraupidae,13.7,8,3.7,4.2,15.5,61.8,15.5,24.7,43.9,13,Forest,Herbivore,Frugivore,Insessorial,10.7,NA,2.19903769,-1.609224549,LC,1142,1.38E+13,-58.64284806,-6.949375726,Neotropical,35,4.441278827,0.29182214,de Oliveira 1999,-19.76666,-40.033333
Elaenia flavogaster,-0.610388034,0.660726058,-0.161660071,-0.081552472,0.358666223,0.839703375,0.380808086,Tyrannidae,12.7,7.2,5,4,21.4,77.4,12.7,16.4,70.6,24.8,Woodland,Omnivore,Invertivore,Insessorial,12.5,10.3,1.703306126,-1.475584155,LC,1059,1.27E+13,-60.58657807,-6.171795436,Neotropical,31,7.569548113,0.138750993,de Oliveira 1999,-19.76666,-40.033333
